queries per second rate,replicas1,replicas2,replicas3
25.0,1.0
50.0,3.0
75.0,1.0
100.0,1.0
125.0,3.0
250.0,3.0
375.0,5.0
500.0,5.0
625.0,7.0
750.0,9.0
